data-object,key,productType.key,productType.typeId,name.en-GB,slug.en-GB,variants.key,attributes.Size,attributes.TipWidth,attributes.WaistWidth,attributes.TailWidth,attributes.SidecutRadius,attributes.RiderWeight,attributes.Width
variant,snowboard3,snowboardTypeKey,product-type,Ride Twinpig Snowboard 2024,snowboard3,SNW-3-01,136,287,240,287,"6.2​/5.3, 5.2​/4.3, 6.2​/5.3",60-130,Regular
